city	month	avg_max_temperature	avg_min_temperature	avg_precipitation	histroy_max_temperature	histroy_min_temperature
班玛	5月	15℃	1℃	77mm	26℃(2007)	26℃(2007)
班玛	6月	17℃	5℃	126mm	28℃(1961)	28℃(1961)
班玛	7月	19℃	6℃	125mm	29℃(2006)	29℃(2006)
班玛	8月	19℃	6℃	104mm	28℃(1977)	28℃(1977)
班玛	9月	16℃	3℃	108mm	26℃(2002)	26℃(2002)
班玛	10月	12℃	-2℃	48mm	24℃(1973)	24℃(1973)
班玛	11月	7℃	-10℃	7mm	20℃(1981)	20℃(1981)
班玛	12月	4℃	-15℃	3mm	16℃(1987)	16℃(1987)
蚌埠	1月	6℃	-2℃	27mm	21℃(2002)	21℃(2002)
蚌埠	2月	9℃	0℃	35mm	26℃(1987)	26℃(1987)
蚌埠	3月	14℃	5℃	58mm	31℃(1973)	31℃(1973)
蚌埠	4月	21℃	11℃	58mm	35℃(1955)	35℃(1955)
蚌埠	5月	26℃	16℃	76mm	38℃(1953)	38℃(1953)
蚌埠	6月	31℃	21℃	126mm	41℃(1953)	41℃(1953)
蚌埠	7月	32℃	25℃	217mm	40℃(1959)	40℃(1959)
蚌埠	8月	32℃	24℃	147mm	41℃(1959)	41℃(1959)
蚌埠	9月	27℃	19℃	80mm	39℃(1995)	39℃(1995)
蚌埠	10月	22℃	12℃	48mm	34℃(2002)	34℃(2002)
蚌埠	11月	16℃	6℃	40mm	30℃(1979)	30℃(1979)
蚌埠	12月	9℃	0℃	21mm	23℃(1955)	23℃(1955)
包头	1月	-5℃	-17℃	2mm	7℃(1979)	7℃(1979)
包头	2月	0℃	-13℃	3mm	16℃(1992)	16℃(1992)
包头	3月	8℃	-6℃	7mm	24℃(2003)	24℃(2003)
包头	4月	17℃	2℃	14mm	34℃(1994)	34℃(1994)
包头	5月	24℃	9℃	22mm	36℃(1982)	36℃(1982)
包头	6月	28℃	14℃	32mm	40℃(2005)	40℃(2005)
包头	7月	30℃	17℃	78mm	39℃(1999)	39℃(1999)
包头	8月	27℃	15℃	87mm	38℃(1965)	38℃(1965)
包头	9月	22℃	9℃	39mm	35℃(1998)	35℃(1998)
包头	10月	15℃	1℃	19mm	28℃(1987)	28℃(1987)
包头	11月	5℃	-7℃	4mm	19℃(1979)	19℃(1979)
包头	12月	-3℃	-15℃	2mm	10℃(1989)	10℃(1989)
宝丰	1月	7℃	-4℃	12mm	20℃(1979)	20℃(1979)
宝丰	2月	9℃	-2℃	16mm	25℃(1996)	25℃(1996)
宝丰	3月	15℃	3℃	34mm	29℃(1963)	29℃(1963)
宝丰	4月	21℃	9℃	50mm	35℃(1972)	35℃(1972)
宝丰	5月	27℃	14℃	72mm	41℃(2007)	41℃(2007)
宝丰	6月	32℃	20℃	81mm	43℃(1972)	43℃(1972)
宝丰	7月	32℃	23℃	177mm	43℃(1966)	43℃(1966)
宝丰	8月	31℃	22℃	121mm	40℃(1959)	40℃(1959)
宝丰	9月	27℃	16℃	84mm	40℃(1999)	40℃(1999)
宝丰	10月	22℃	10℃	54mm	35℃(1987)	35℃(1987)
宝丰	11月	15℃	4℃	28mm	28℃(2003)	28℃(2003)
宝丰	12月	9℃	-2℃	11mm	22℃(1993)	22℃(1993)
宝国图	1月	-5℃	-16℃	1mm	12℃(2002)	12℃(2002)
宝国图	2月	-1℃	-13℃	2mm	20℃(1992)	20℃(1992)
宝国图	3月	6℃	-7℃	6mm	29℃(2002)	29℃(2002)
宝国图	4月	16℃	2℃	16mm	32℃(1981)	32℃(1981)
宝国图	5月	23℃	10℃	37mm	40℃(1974)	40℃(1974)
宝国图	6月	27℃	15℃	81mm	40℃(1972)	40℃(1972)
宝国图	7月	29℃	19℃	120mm	44℃(2000)	44℃(2000)
宝国图	8月	27℃	17℃	82mm	38℃(1967)	38℃(1967)
宝国图	9月	23℃	10℃	37mm	36℃(2002)	36℃(2002)
宝国图	10月	15℃	2℃	18mm	30℃(1987)	30℃(1987)
宝国图	11月	5℃	-7℃	5mm	22℃(1971)	22℃(1971)
宝国图	12月	-3℃	-14℃	2mm	16℃(1989)	16℃(1989)
宝鸡	1月	5℃	-4℃	7mm	21℃(1979)	21℃(1979)
宝鸡	2月	8℃	-1℃	10mm	27℃(2004)	27℃(2004)
宝鸡	3月	13℃	4℃	26mm	31℃(2004)	31℃(2004)
宝鸡	4月	20℃	9℃	51mm	36℃(1994)	36℃(1994)
宝鸡	5月	25℃	14℃	64mm	39℃(1969)	39℃(1969)
宝鸡	6月	30℃	18℃	74mm	41℃(1966)	41℃(1966)
宝鸡	7月	31℃	21℃	117mm	41℃(2000)	41℃(2000)
宝鸡	8月	29℃	20℃	112mm	42℃(1973)	42℃(1973)
宝鸡	9月	24℃	15℃	119mm	40℃(1997)	40℃(1997)
宝鸡	10月	18℃	9℃	63mm	33℃(1977)	33℃(1977)
宝鸡	11月	12℃	3℃	22mm	26℃(1991)	26℃(1991)
宝鸡	12月	6℃	-2℃	5mm	23℃(1989)	23℃(1989)
宝清	1月	-12℃	-23℃	6mm	5℃(1967)	5℃(1967)
宝清	2月	-8℃	-19℃	4mm	10℃(1960)	10℃(1960)
宝清	3月	1℃	-10℃	11mm	21℃(1980)	21℃(1980)
宝清	4月	12℃	0℃	25mm	31℃(2008)	31℃(2008)
宝清	5月	20℃	7℃	50mm	34℃(1958)	34℃(1958)
宝清	6月	25℃	13℃	72mm	37℃(1978)	37℃(1978)
宝清	7月	27℃	17℃	112mm	37℃(2000)	37℃(2000)
宝清	8月	26℃	16℃	117mm	37℃(1982)	37℃(1982)
宝清	9月	21℃	9℃	65mm	33℃(1977)	33℃(1977)
宝清	10月	12℃	1℃	36mm	28℃(1987)	28℃(1987)
宝清	11月	0℃	-10℃	11mm	20℃(2003)	20℃(2003)
宝清	12月	-10℃	-20℃	6mm	9℃(1958)	9℃(1958)
保定	1月	2℃	-8℃	3mm	18℃(2002)	18℃(2002)
保定	2月	6℃	-5℃	5mm	23℃(1996)	23℃(1996)
保定	3月	13℃	1℃	8mm	29℃(2002)	29℃(2002)
保定	4月	21℃	9℃	21mm	34℃(1992)	34℃(1992)
保定	5月	27℃	15℃	32mm	38℃(1959)	38℃(1959)
保定	6月	32℃	20℃	67mm	42℃(1972)	42℃(1972)
保定	7月	32℃	23℃	161mm	43℃(1955)	43℃(1955)
保定	8月	30℃	21℃	150mm	38℃(1984)	38℃(1984)
保定	9月	27℃	16℃	48mm	36℃(1962)	36℃(1962)
保定	10月	20℃	9℃	24mm	31℃(1957)	31℃(1957)
保定	11月	11℃	1℃	10mm	24℃(2006)	24℃(2006)
保定	12月	4℃	-5℃	3mm	17℃(1989)	17℃(1989)
保山	1月	17℃	2℃	16mm	22℃(2005)	22℃(2005)
保山	2月	18℃	4℃	28mm	25℃(1999)	25℃(1999)
保山	3月	21℃	6℃	36mm	29℃(2007)	29℃(2007)
保山	4月	24℃	10℃	41mm	30℃(1958)	30℃(1958)
保山	5月	25℃	14℃	78mm	32℃(2005)	32℃(2005)
保山	6月	26℃	18℃	133mm	32℃(1963)	32℃(1963)
保山	7月	25℃	18℃	160mm	31℃(1997)	31℃(1997)
保山	8月	26℃	18℃	181mm	31℃(2006)	31℃(2006)
保山	9月	25℃	16℃	141mm	30℃(2008)	30℃(2008)
保山	10月	23℃	13℃	122mm	29℃(1988)	29℃(1988)
保山	11月	20℃	8℃	37mm	25℃(1996)	25℃(1996)
保山	12月	17℃	3℃	14mm	22℃(1981)	22℃(1981)
北安	1月	-17℃	-29℃	3mm	-1℃(1974)	-1℃(1974)
北安	2月	-11℃	-25℃	3mm	6℃(1998)	6℃(1998)
北安	3月	-1℃	-14℃	7mm	19℃(1990)	19℃(1990)
北安	4月	11℃	-2℃	24mm	28℃(2008)	28℃(2008)
北安	5月	19℃	5℃	42mm	34℃(1998)	34℃(1998)
北安	6月	25℃	12℃	84mm	39℃(2001)	39℃(2001)
北安	7月	26℃	16℃	147mm	38℃(1968)	38℃(1968)
北安	8月	25℃	14℃	115mm	34℃(1982)	34℃(1982)
北安	9月	19℃	6℃	64mm	31℃(2000)	31℃(2000)
北安	10月	9℃	-3℃	22mm	25℃(2006)	25℃(2006)
北安	11月	-4℃	-15℃	7mm	13℃(2006)	13℃(2006)
北安	12月	-15℃	-26℃	5mm	2℃(1958)	2℃(1958)
北海	1月	19℃	12℃	22mm	--	--
北海	2月	19℃	13℃	33mm	--	--
北海	3月	22℃	16℃	37mm	--	--
北海	4月	27℃	21℃	57mm	--	--
北海	5月	30℃	24℃	112mm	--	--
北海	6月	32℃	26℃	223mm	--	--
北海	7月	32℃	26℃	300mm	--	--
北海	8月	32℃	26℃	275mm	--	--
北海	9月	31℃	25℃	134mm	--	--
北海	10月	29℃	22℃	54mm	--	--
北海	11月	25℃	18℃	26mm	--	--
北海	12月	21℃	14℃	18mm	--	--
北京	1月	2℃	-9℃	3mm	14℃(2002)	14℃(2002)
北京	2月	5℃	-6℃	6mm	20℃(1996)	20℃(1996)
北京	3月	12℃	0℃	9mm	29℃(2002)	29℃(2002)
北京	4月	20℃	8℃	22mm	33℃(1988)	33℃(1988)
北京	5月	26℃	14℃	36mm	38℃(1968)	38℃(1968)
北京	6月	30℃	19℃	74mm	41℃(1961)	41℃(1961)
北京	7月	31℃	22℃	179mm	42℃(1999)	42℃(1999)
北京	8月	30℃	21℃	177mm	38℃(1951)	38℃(1951)
北京	9月	26℃	15℃	53mm	35℃(2002)	35℃(2002)
北京	10月	19℃	8℃	23mm	31℃(2006)	31℃(2006)
北京	11月	10℃	0℃	8mm	23℃(1954)	23℃(1954)
北京	12月	3℃	-6℃	2mm	20℃(1989)	20℃(1989)
本溪	1月	-5℃	-17℃	9mm	8℃(1979)	8℃(1979)
本溪	2月	-1℃	-13℃	10mm	15℃(1998)	15℃(1998)
本溪	3月	6℃	-4℃	18mm	20℃(1963)	20℃(1963)
本溪	4月	16℃	4℃	43mm	29℃(2007)	29℃(2007)
本溪	5月	23℃	11℃	65mm	35℃(1979)	35℃(1979)
本溪	6月	27℃	16℃	100mm	38℃(1999)	38℃(1999)
本溪	7月	29℃	20℃	209mm	37℃(2000)	37℃(2000)
本溪	8月	28℃	19℃	173mm	36℃(1989)	36℃(1989)
本溪	9月	23℃	12℃	71mm	34℃(2002)	34℃(2002)
本溪	10月	16℃	4℃	50mm	29℃(1982)	29℃(1982)
本溪	11月	6℃	-5℃	25mm	21℃(1971)	21℃(1971)
本溪	12月	-2℃	-13℃	13mm	13℃(1968)	13℃(1968)
毕节	1月	7℃	0℃	17mm	26℃(1969)	26℃(1969)
毕节	2月	9℃	2℃	17mm	30℃(1969)	30℃(1969)
毕节	3月	15℃	6℃	25mm	34℃(1998)	34℃(1998)
毕节	4月	20℃	10℃	58mm	33℃(1958)	33℃(1958)
毕节	5月	22℃	13℃	111mm	36℃(1988)	36℃(1988)
毕节	6月	24℃	16℃	154mm	34℃(1991)	34℃(1991)
毕节	7月	27℃	18℃	172mm	34℃(2005)	34℃(2005)
毕节	8月	27℃	17℃	154mm	34℃(1994)	34℃(1994)
毕节	9月	23℃	14℃	101mm	35℃(2006)	35℃(2006)
毕节	10月	18℃	11℃	63mm	31℃(1999)	31℃(1999)
毕节	11月	14℃	6℃	31mm	29℃(1953)	29℃(1953)
毕节	12月	9℃	2℃	14mm	24℃(1962)	24℃(1962)
波密	1月	8℃	-6℃	5mm	18℃(2001)	18℃(2001)
波密	2月	9℃	-3℃	22mm	20℃(1972)	20℃(1972)
波密	3月	12℃	0℃	77mm	22℃(2007)	22℃(2007)
波密	4月	16℃	3℃	99mm	25℃(1993)	25℃(1993)
波密	5月	19℃	7℃	96mm	28℃(1987)	28℃(1987)
波密	6月	21℃	10℃	143mm	30℃(2002)	30℃(2002)
波密	7月	23℃	12℃	99mm	31℃(2001)	31℃(2001)
波密	8月	23℃	12℃	77mm	31℃(1995)	31℃(1995)
波密	9月	21℃	10℃	102mm	30℃(1982)	30℃(1982)
波密	10月	17℃	5℃	79mm	26℃(1955)	26℃(1955)
波密	11月	13℃	-1℃	17mm	20℃(2000)	20℃(2000)
波密	12月	10℃	-6℃	5mm	16℃(1987)	16℃(1987)
泊头	1月	3℃	-7℃	3mm	16℃(2002)	16℃(2002)
泊头	2月	7℃	-3℃	7mm	23℃(1996)	23℃(1996)
泊头	3月	14℃	2℃	9mm	28℃(2002)	28℃(2002)
泊头	4月	22℃	9℃	19mm	33℃(2005)	33℃(2005)
泊头	5月	27℃	15℃	35mm	38℃(2002)	38℃(2002)
泊头	6月	32℃	20℃	69mm	41℃(2005)	41℃(2005)
泊头	7月	32℃	23℃	138mm	41℃(2002)	41℃(2002)
泊头	8月	31℃	22℃	105mm	37℃(2007)	37℃(2007)
泊头	9月	27℃	17℃	33mm	36℃(1999)	36℃(1999)
泊头	10月	21℃	10℃	43mm	31℃(1998)	31℃(1998)
泊头	11月	12℃	2℃	8mm	25℃(2003)	25℃(2003)
泊头	12月	5℃	-5℃	3mm	15℃(2008)	15℃(2008)
博克图	1月	-16℃	-25℃	3mm	0℃(1959)	0℃(1959)
博克图	2月	-11℃	-22℃	3mm	11℃(1960)	11℃(1960)
博克图	3月	-3℃	-15℃	6mm	19℃(1969)	19℃(1969)
博克图	4月	8℃	-5℃	16mm	28℃(2008)	28℃(2008)
博克图	5月	17℃	2℃	33mm	35℃(1985)	35℃(1985)
博克图	6月	23℃	8℃	83mm	36℃(2001)	36℃(2001)
博克图	7月	24℃	12℃	141mm	37℃(2001)	37℃(2001)
博克图	8月	22℃	10℃	110mm	35℃(1975)	35℃(1975)
博克图	9月	16℃	3℃	54mm	31℃(2001)	31℃(2001)
博克图	10月	7℃	-5℃	15mm	27℃(1987)	27℃(1987)
博克图	11月	-5℃	-15℃	6mm	12℃(2006)	12℃(2006)
博克图	12月	-14℃	-22℃	4mm	3℃(1955)	3℃(1955)
蔡家湖	1月	-13℃	-24℃	6mm	2℃(2003)	2℃(2003)
蔡家湖	2月	-8℃	-21℃	6mm	12℃(1963)	12℃(1963)
蔡家湖	3月	5℃	-7℃	9mm	26℃(2001)	26℃(2001)
蔡家湖	4月	20℃	3℃	16mm	36℃(1997)	36℃(1997)
蔡家湖	5月	27℃	10℃	15mm	39℃(2008)	39℃(2008)
蔡家湖	6月	32℃	15℃	17mm	42℃(1966)	42℃(1966)
蔡家湖	7月	34℃	17℃	18mm	44℃(2004)	44℃(2004)
蔡家湖	8月	33℃	15℃	13mm	44℃(1973)	44℃(1973)
蔡家湖	9月	26℃	8℃	12mm	40℃(1997)	40℃(1997)
蔡家湖	10月	16℃	0℃	12mm	31℃(1985)	31℃(1985)
蔡家湖	11月	3℃	-9℃	10mm	20℃(2006)	20℃(2006)
蔡家湖	12月	-9℃	-19℃	8mm	10℃(1989)	10℃(1989)
沧州	1月	2℃	-8℃	3mm	14℃(1956)	14℃(1956)
沧州	2月	5℃	-5℃	5mm	22℃(1992)	22℃(1992)
沧州	3月	12℃	1℃	9mm	27℃(1969)	27℃(1969)
沧州	4月	21℃	8℃	23mm	34℃(1972)	34℃(1972)
沧州	5月	27℃	14℃	36mm	38℃(1968)	38℃(1968)
沧州	6月	31℃	19℃	79mm	40℃(1988)	40℃(1988)
沧州	7月	31℃	22℃	214mm	43℃(1955)	43℃(1955)
沧州	8月	30℃	22℃	149mm	38℃(1979)	38℃(1979)
沧州	9月	27℃	16℃	48mm	34℃(1987)	34℃(1987)
沧州	10月	20℃	9℃	28mm	31℃(1987)	31℃(1987)
沧州	11月	11℃	1℃	12mm	24℃(1984)	24℃(1984)
沧州	12月	4℃	-5℃	4mm	17℃(1989)	17℃(1989)
察隅	1月	12℃	0℃	15mm	22℃(2006)	22℃(2006)
察隅	2月	12℃	1℃	32mm	22℃(1999)	22℃(1999)
察隅	3月	14℃	4℃	90mm	27℃(2007)	27℃(2007)
察隅	4月	17℃	7℃	126mm	29℃(1999)	29℃(1999)
察隅	5月	22℃	11℃	76mm	30℃(1983)	30℃(1983)
察隅	6月	24℃	14℃	79mm	32℃(2002)	32℃(2002)
察隅	7月	25℃	15℃	110mm	33℃(2001)	33℃(2001)
察隅	8月	25℃	15℃	105mm	31℃(1995)	31℃(1995)
察隅	9月	24℃	14℃	74mm	31℃(2006)	31℃(2006)
察隅	10月	21℃	9℃	61mm	30℃(1983)	30℃(1983)
察隅	11月	17℃	3℃	19mm	24℃(1969)	24℃(1969)
察隅	12月	13℃	0℃	11mm	20℃(1986)	20℃(1986)
昌都	1月	8℃	-10℃	2mm	22℃(2007)	22℃(2007)
昌都	2月	10℃	-7℃	4mm	21℃(1972)	21℃(1972)
昌都	3月	13℃	-3℃	9mm	26℃(1999)	26℃(1999)
昌都	4月	17℃	1℃	19mm	27℃(1966)	27℃(1966)
昌都	5月	21℃	5℃	41mm	30℃(1967)	30℃(1967)
昌都	6月	23℃	9℃	90mm	32℃(1987)	32℃(1987)
昌都	7月	24℃	10℃	106mm	33℃(1972)	33℃(1972)
昌都	8月	23℃	10℃	101mm	31℃(1976)	31℃(1976)
昌都	9月	22℃	7℃	73mm	31℃(2006)	31℃(2006)
昌都	10月	17℃	2℃	32mm	28℃(1981)	28℃(1981)
昌都	11月	13℃	-5℃	5mm	24℃(1964)	24℃(1964)
昌都	12月	9℃	-10℃	2mm	20℃(1987)	20℃(1987)
昌吉	1月	-8℃	-16℃	10mm	--	--
昌吉	2月	-5℃	-13℃	9mm	--	--
昌吉	3月	3℃	-5℃	14mm	--	--
昌吉	4月	15℃	5℃	27mm	--	--
昌吉	5月	22℃	12℃	28mm	--	--
昌吉	6月	27℃	16℃	25mm	--	--
昌吉	7月	29℃	19℃	32mm	--	--
昌吉	8月	28℃	17℃	24mm	--	--
昌吉	9月	22℃	12℃	17mm	--	--
昌吉	10月	13℃	4℃	17mm	--	--
昌吉	11月	2℃	-5℃	14mm	--	--
昌吉	12月	-5℃	-13℃	12mm	--	--
昌平	1月	2℃	-8℃	3mm	--	--
昌平	2月	5℃	-5℃	4mm	--	--
昌平	3月	12℃	1℃	7mm	--	--
昌平	4月	20℃	9℃	19mm	--	--
昌平	5月	26℃	14℃	30mm	--	--
昌平	6月	30℃	20℃	51mm	--	--
昌平	7月	31℃	22℃	130mm	--	--
昌平	8月	30℃	21℃	93mm	--	--
昌平	9月	26℃	16℃	34mm	--	--
昌平	10月	19℃	8℃	17mm	--	--
昌平	11月	10℃	0℃	8mm	--	--
昌平	12月	4℃	-5℃	2mm	--	--
长白	1月	-10℃	-23℃	9mm	4℃(1964)	4℃(1964)
长白	2月	-6℃	-19℃	10mm	10℃(1992)	10℃(1992)
长白	3月	1℃	-11℃	17mm	18℃(2008)	18℃(2008)
长白	4月	12℃	-2℃	37mm	29℃(2005)	29℃(2005)
长白	5月	19℃	4℃	67mm	32℃(2001)	32℃(2001)
长白	6月	22℃	10℃	107mm	33℃(1972)	33℃(1972)
长白	7月	25℃	14℃	151mm	35℃(2000)	35℃(2000)
长白	8月	24℃	14℃	138mm	34℃(2008)	34℃(2008)
长白	9月	19℃	6℃	66mm	30℃(1999)	30℃(1999)
长白	10月	12℃	-2℃	28mm	26℃(1968)	26℃(1968)
长白	11月	1℃	-11℃	22mm	17℃(1968)	17℃(1968)
长白	12月	-8℃	-20℃	12mm	7℃(1968)	7℃(1968)
长春	1月	-10℃	-20℃	4mm	6℃(1967)	6℃(1967)
长春	2月	-5℃	-17℃	4mm	15℃(1992)	15℃(1992)
长春	3月	3℃	-8℃	11mm	21℃(2002)	21℃(2002)
长春	4月	14℃	2℃	22mm	30℃(2007)	30℃(2007)
长春	5月	22℃	9℃	45mm	35℃(1979)	35℃(1979)
长春	6月	26℃	15℃	93mm	37℃(2001)	37℃(2001)
长春	7月	28℃	19℃	175mm	38℃(1951)	38℃(1951)
长春	8月	27℃	17℃	130mm	36℃(1968)	36℃(1968)
长春	9月	21℃	10℃	53mm	31℃(2000)	31℃(2000)
长春	10月	13℃	2℃	28mm	28℃(1982)	28℃(1982)
长春	11月	2℃	-8℃	12mm	21℃(1971)	21℃(1971)
长春	12月	-7℃	-17℃	5mm	12℃(1989)	12℃(1989)
长岛	1月	1℃	-3℃	8mm	12℃(2002)	12℃(2002)
长岛	2月	3℃	-3℃	9mm	20℃(1992)	20℃(1992)
长岛	3月	8℃	1℃	13mm	21℃(2002)	21℃(2002)
长岛	4月	15℃	7℃	30mm	30℃(1998)	30℃(1998)
长岛	5月	21℃	12℃	43mm	33℃(1982)	33℃(1982)
长岛	6月	25℃	17℃	65mm	37℃(2005)	37℃(2005)
长岛	7月	28℃	21℃	132mm	36℃(1997)	36℃(1997)
长岛	8月	28℃	22℃	129mm	35℃(1994)	35℃(1994)
长岛	9月	24℃	19℃	55mm	31℃(1999)	31℃(1999)
长岛	10月	19℃	13℃	31mm	29℃(1987)	29℃(1987)
长岛	11月	11℃	6℃	20mm	24℃(1979)	24℃(1979)
长岛	12月	4℃	0℃	12mm	16℃(1991)	16℃(1991)
长岭	1月	-9℃	-21℃	2mm	5℃(1967)	5℃(1967)
长岭	2月	-4℃	-17℃	2mm	15℃(1992)	15℃(1992)
长岭	3月	4℃	-9℃	8mm	21℃(2002)	21℃(2002)
长岭	4月	14℃	1℃	16mm	31℃(2007)	31℃(2007)
长岭	5月	22℃	9℃	36mm	36℃(1979)	36℃(1979)
长岭	6月	27℃	15℃	72mm	38℃(2001)	38℃(2001)
长岭	7月	28℃	19℃	142mm	36℃(1979)	36℃(1979)
长岭	8月	27℃	17℃	97mm	36℃(1982)	36℃(1982)
长岭	9月	22℃	10℃	42mm	32℃(2002)	32℃(2002)
长岭	10月	13℃	2℃	21mm	27℃(1982)	27℃(1982)
长岭	11月	2℃	-9℃	7mm	19℃(2003)	19℃(2003)
长岭	12月	-7℃	-18℃	3mm	11℃(1989)	11℃(1989)
长沙	1月	9℃	2℃	61mm	25℃(1967)	25℃(1967)
长沙	2月	10℃	3℃	89mm	28℃(1962)	28℃(1962)
长沙	3月	15℃	8℃	142mm	33℃(2007)	33℃(2007)
长沙	4月	21℃	14℃	197mm	34℃(1967)	34℃(1967)
长沙	5月	26℃	19℃	208mm	36℃(2008)	36℃(2008)
长沙	6月	30℃	23℃	188mm	38℃(1961)	38℃(1961)
长沙	7月	34℃	26℃	107mm	40℃(1971)	40℃(1971)
长沙	8月	34℃	25℃	110mm	41℃(1953)	41℃(1953)
长沙	9月	29℃	21℃	66mm	38℃(1963)	38℃(1963)
长沙	10月	23℃	15℃	82mm	35℃(1956)	35℃(1956)
长沙	11月	17℃	9℃	73mm	31℃(1979)	31℃(1979)
长沙	12月	11℃	4℃	45mm	25℃(1968)	25℃(1968)
长汀	1月	14℃	4℃	60mm	27℃(1951)	27℃(1951)
长汀	2月	15℃	6℃	109mm	29℃(1996)	29℃(1996)
长汀	3月	19℃	10℃	191mm	31℃(1988)	31℃(1988)
长汀	4月	24℃	15℃	233mm	35℃(2004)	35℃(2004)
长汀	5月	28℃	19℃	284mm	36℃(1951)	36℃(1951)
长汀	6月	30℃	22℃	292mm	37℃(1971)	37℃(1971)
长汀	7月	33℃	23℃	130mm	40℃(2003)	40℃(2003)
长汀	8月	33℃	23℃	161mm	39℃(1951)	39℃(1951)
长汀	9月	30℃	20℃	95mm	39℃(1951)	39℃(1951)
长汀	10月	26℃	15℃	56mm	37℃(1951)	37℃(1951)
长汀	11月	21℃	10℃	43mm	33℃(2005)	33℃(2005)
长汀	12月	16℃	5℃	46mm	28℃(1968)	28℃(1968)
长武	1月	1℃	-10℃	7mm	16℃(1979)	16℃(1979)
长武	2月	4℃	-6℃	9mm	21℃(1993)	21℃(1993)
长武	3月	10℃	-1℃	23mm	27℃(2004)	27℃(2004)
长武	4月	17℃	5℃	40mm	33℃(2006)	33℃(2006)
长武	5月	22℃	9℃	54mm	34℃(2000)	34℃(2000)
长武	6月	26℃	13℃	61mm	37℃(1966)	37℃(1966)
长武	7月	28℃	17℃	105mm	38℃(1997)	38℃(1997)
长武	8月	26℃	16℃	105mm	36℃(1973)	36℃(1973)
长武	9月	21℃	11℃	95mm	34℃(1997)	34℃(1997)
长武	10月	15℃	5℃	53mm	29℃(1987)	29℃(1987)
长武	11月	8℃	-2℃	20mm	21℃(1987)	21℃(1987)
长武	12月	3℃	-8℃	5mm	17℃(1989)	17℃(1989)
长治	1月	2℃	-10℃	6mm	16℃(2002)	16℃(2002)
长治	2月	6℃	-6℃	9mm	23℃(1996)	23℃(1996)
长治	3月	11℃	-1℃	20mm	27℃(2000)	27℃(2000)
长治	4月	19℃	6℃	26mm	35℃(2006)	35℃(2006)
长治	5月	24℃	11℃	50mm	34℃(2000)	34℃(2000)
长治	6月	27℃	15℃	76mm	38℃(2005)	38℃(2005)
长治	7月	28℃	18℃	132mm	37℃(1997)	37℃(1997)
长治	8月	27℃	16℃	116mm	33℃(1997)	33℃(1997)
长治	9月	23℃	11℃	58mm	35℃(1997)	35℃(1997)
长治	10月	17℃	5℃	37mm	29℃(1987)	29℃(1987)
长治	11月	10℃	-2℃	16mm	24℃(2003)	24℃(2003)
长治	12月	4℃	-8℃	7mm	19℃(1989)	19℃(1989)
常德	1月	8℃	2℃	54mm	24℃(1972)	24℃(1972)
常德	2月	10℃	4℃	73mm	28℃(2004)	28℃(2004)
常德	3月	15℃	8℃	112mm	35℃(2007)	35℃(2007)
常德	4月	21℃	14℃	168mm	38℃(2004)	38℃(2004)
常德	5月	26℃	19℃	193mm	37℃(1988)	37℃(1988)
常德	6月	30℃	22℃	194mm	39℃(1952)	39℃(1952)
常德	7月	33℃	25℃	155mm	40℃(1971)	40℃(1971)
常德	8月	32℃	25℃	139mm	40℃(2003)	40℃(2003)
常德	9月	28℃	20℃	68mm	39℃(1995)	39℃(1995)
常德	10月	23℃	15℃	86mm	36℃(1992)	36℃(1992)
常德	11月	17℃	9℃	68mm	31℃(1979)	31℃(1979)
常德	12月	11℃	4℃	41mm	26℃(1987)	26℃(1987)
常熟	1月	8℃	2℃	78mm	--	--
常熟	2月	10℃	4℃	51mm	--	--
常熟	3月	13℃	7℃	94mm	--	--
常熟	4月	20℃	12℃	72mm	--	--
常熟	5月	24℃	17℃	93mm	--	--
常熟	6月	28℃	22℃	196mm	--	--
常熟	7月	32℃	26℃	117mm	--	--
常熟	8月	31℃	26℃	225mm	--	--
常熟	9月	28℃	22℃	71mm	--	--
常熟	10月	22℃	17℃	59mm	--	--
常熟	11月	17℃	11℃	49mm	--	--
常熟	12月	11℃	5℃	49mm	--	--
常州	1月	7℃	0℃	47mm	21℃(1983)	21℃(1983)
常州	2月	9℃	1℃	54mm	27℃(1987)	27℃(1987)
常州	3月	13℃	5℃	79mm	31℃(1973)	31℃(1973)
常州	4月	20℃	11℃	90mm	34℃(1978)	34℃(1978)
常州	5月	25℃	16℃	105mm	36℃(1958)	36℃(1958)
常州	6月	29℃	21℃	170mm	38℃(1997)	38℃(1997)
常州	7月	32℃	25℃	174mm	39℃(1978)	39℃(1978)
常州	8月	32℃	25℃	128mm	39℃(2003)	39℃(2003)
常州	9月	27℃	20℃	94mm	38℃(1995)	38℃(1995)
常州	10月	22℃	14℃	57mm	32℃(2002)	32℃(2002)
常州	11月	16℃	8℃	53mm	29℃(1979)	29℃(1979)
常州	12月	10℃	2℃	33mm	22℃(2008)	22℃(2008)
巢湖	1月	7℃	0℃	40mm	21℃(2002)	21℃(2002)
巢湖	2月	9℃	2℃	54mm	26℃(1992)	26℃(1992)
巢湖	3月	14℃	6℃	85mm	32℃(2007)	32℃(2007)
巢湖	4月	21℃	12℃	98mm	36℃(1958)	36℃(1958)
巢湖	5月	26℃	17℃	108mm	36℃(1997)	36℃(1997)
巢湖	6月	29℃	22℃	148mm	38℃(2006)	38℃(2006)
巢湖	7月	32℃	25℃	173mm	39℃(1988)	39℃(1988)
